Group,Sub Group,Item No.,MBS Item No.,Units,Description,MBS Fee,MBS Units,MBS Fee Note,Note,Has other modifier,Has time modifer
Other / Therapeutic and Diagnostic Services,Echocardiography,CV730,22051,10,"INTRAOPERATIVE TRANSOESOPHAGEAL ECHOCARDIOGRAPHY monitoring in real time of the structure and function of the heart chambers, valves and surrounding structures, including assessment of blood-flow, with appropriate permanent recording during procedures on the heart, pericardium or great vessels of the chest (not in association with 55130, 55135 or 21936) Not necessary in ASA RVG—covered by items CV730 and CV740",202.95,9,0,"* Item 22051 should be performed by a provider who is appropriately credentialed to provide the particular service, by a recognised body for the credentialing of peri-operative cardiac ultrasound services. Credentialing must be based on criteria consistent with those recommended by the Australian and New Zealand College of Anaesthetists in the current version of their Professional Document PS46 'Guidelines on Training and Practice of Perioperative Cardiac Ultrasound in Adults'.",FALSE,
Other / Therapeutic and Diagnostic Services,Echocardiography,CV740,55135,14,"INTRAOPERATIVE TWO-DIMENSIONAL REAL-TIME TRANSOESOPHAGEAL ECHOCARDIOGRAPHY incorporating Doppler techniques with colour flow mapping and recording onto video tape or digital medium, performed during cardiac valve surgery (repair or replacement) incorporating sequential assessment of cardiac function and valve competence before and after the surgical procedure (not associated with Item 55130). Can't be co-claimed with other RVG items. Not necessary in ASA RVG—covered by items CV730 and CV740.",396.5,0,0,*Item 55135 is under active discussion with Medicare: Medicare Compliance have formally advised that 55135 cannot be claimed by an anaesthetising Anaesthetist OR anaesthetist who is billing for perfusion as of 28 March 2021. This number can only be claimed by a credentialed specialist providing a specific attendance for Intraoperative Transoesophageal Echocardiography (ITOE). The only number an anaesthetising Anaesthetist can currently claim for ITOE is 22051.,FALSE,
Other / Therapeutic and Diagnostic Services,Echocardiography,CV730,55118,10,"HEART, TWO-DIMENSIONAL REAL-TIME TRANSOESOPHAGEAL EXAMINATION of at least two oesophageal windows performed using a mechanical sector scanner or phased array transducer with: a) measurement of blood-flow velocities across the cardiac valves using pulsed wave and continuous Doppler techniques, b) real-time colour flow mapping from at least two oesophageal windows, and c) recording on video tape or digital medium",308.9,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Spinals/Epidurals/Caudals,CV120,18216,8,"INTRATHECAL, COMBINED SPINAL-EPIDURAL or EPIDURAL INJECTION (initial or commencement of infusion) of a therapeutic substance, including up to one hour of continuous attendance by the medical practitioner, not in association with anaesthesia and surgery*",216.35,0,0,* Items in the range CV120 to CV126 may apply to regional blocks provided for labour analgesia. It is important to note that these items apply to services not associated with anaesthesia for surgery.,FALSE,
Other / Therapeutic and Diagnostic Services,Spinals/Epidurals/Caudals,CV122,18219,0,"INTRATHECAL, COMBINED SPINAL-EPIDURAL or EPIDURAL INJECTION (initial or commencement of infusion) of a therapeutic substance, where continuous attendance by the medical practitioner extends beyond the first hour* DERIVED FEE being 8 units for the first hour (as for Item CV120) plus 1 unit for each additional 15 minutes or part thereof",0,0,The fee for item 18216 plus $21.65 for each additional 15 minutes or part thereof beyond the first hour of attendance by the medical practitioner.,"plus $21.65 per 15 mins after 1 hour
* Items in the range CV120 to CV126 may apply to regional blocks provided for labour analgesia. It is important to note that these items apply to services not associated with anaesthesia for surgery",FALSE,
Other / Therapeutic and Diagnostic Services,Spinals/Epidurals/Caudals,CV123,18226,15,"INTRATHECAL, COMBINED SPINAL-EPIDURAL or EPIDURAL INJECTION (initial or commencement of infusion) of a therapeutic substance, including up to one hour of continuous attendance by the medical practitioner AFTER-HOURS*, for a patient in labour, not in association with anaesthesia and surgery**",324.45,0,0,"* 'After hours' is defined as that period between 6pm and the following 8am on weekdays and all day on weekends and public holidays. In the MBS RVG, the 'after hours' period does not commence until 8pm on weekdays. ** Items in the range CV120 to CV126 may apply to regional blocks provided for labour analgesia. It is important to note that these items apply to services not associated with anaesthesia for surgery.",FALSE,
Other / Therapeutic and Diagnostic Services,Spinals/Epidurals/Caudals,CV124,18227,,"INTRATHECAL, COMBINED SPINAL-EPIDURAL or EPIDURAL INJECTION (initial or commencement of infusion) of a therapeutic substance where continuous AFTER-HOURS attendance by the medical practitioner extends beyond the first hour, for a patient in labour*. DERIVED FEE being 15 units for the first hour (as for Item CV123) plus 1 unit for each additional 15 minutes or part thereof",0,0,The fee for item 18226 plus $32.60 for each additional 15 minutes or part there of beyond the first hour of attendance by the medical practitioner.," plus $32.60 per 15 mins after 1 hour *	Items in the range CV120 to CV126 may apply to regional blocks provided for labour analgesia. It is important to note that these items apply to services not associated with anaesthesia for surgery.",FALSE,
Other / Therapeutic and Diagnostic Services,Spinals/Epidurals/Caudals,CV125,18222,3,SUBSEQUENT INJECTION (or revision of infusion) of a therapeutic substance to maintain regional anaesthesia or analgesia where the period of continuous medical practitioner attendance is 15 minutes or less*,42.9,0,0,* Items in the range CV120 to CV126 may apply to regional blocks provided for labour analgesia. It is important to note that these items apply to services not associated with anaesthesia for surgery.,FALSE,
Other / Therapeutic and Diagnostic Services,Spinals/Epidurals/Caudals,CV126,18225,4,SUBSEQUENT INJECTION (or revision of infusion) of a therapeutic substance to maintain regional anaesthesia or analgesia where the period of continuous medical practitioner attendance is more than 15 minutes*,57,0,0,* Items in the range CV120 to CV126 may apply to regional blocks provided for labour analgesia. It is important to note that these items apply to services not associated with anaesthesia for surgery.,FALSE,
Other / Therapeutic and Diagnostic Services,Spinals/Epidurals/Caudals,CV140,18232,8,"INTRATHECAL, EPIDURAL or CAUDAL injection of a substance other than anaesthetic, contrast or neurolytic solutions, not being a service to which another item in this group applies",216.35,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Spinals/Epidurals/Caudals,CV145,18233,8,EPIDURAL INJECTION of blood for blood patch,216.35,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Spinals/Epidurals/Caudals,CV155,18297,3,Assistance at the administration of an epidural blood patch (a service to which item CV145/18233 applies) by another practitioner,67.6,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Pain Management,CV085,22031,5,"INTRATHECAL or EPIDURAL INJECTION (initial) of a therapeutic substance or substances, with or without insertion of a catheter, in association with anaesthesia and surgery, for postoperative pain management",112.75,5,0,"* Postoperative pain management means that the injected therapeutic substance is expected to prolong the analgesic effect of the epidural or intrathecal technique. Benefits are payable under item 22031 for the initial intrathecal or epidural injection of a therapeutic substance/s, in association with anaesthesia and surgery, for the control of post-operative pain. Benefit is not payable for subsequent intra-operative intrathecal and epidural injection (item 22036) in the same anaesthetic episode. Where subsequent infusion is provided post operatively, to maintain analgesia, benefit would be payable under items 18222 or 18225.",FALSE,
Other / Therapeutic and Diagnostic Services,Pain Management,CV086,22036,3,"INTRATHECAL or EPIDURAL INJECTION (subsequent) of a therapeutic substance or substances, using an in situ catheter, in association with anaesthesia and surgery, for postoperative pain relief (not to be used in conjunction with Item CV085)",67.65,3,0,"* Postoperative pain management means that the injected therapeutic substance is expected to prolong the analgesic effect of the epidural or intrathecal technique. Benefits are payable under item 22031 for the initial intrathecal or epidural injection of a therapeutic substance/s, in association with anaesthesia and surgery, for the control of post-operative pain. Benefit is not payable for subsequent intra-operative intrathecal and epidural injection (item 22036) in the same anaesthetic episode. Where subsequent infusion is provided post operatively, to maintain analgesia, benefit would be payable under items 18222 or 18225.",FALSE,
Other / Therapeutic and Diagnostic Services,Pain Management,,22041,,Perioperative introduction of a plexus or nerve block proximal to the lower leg or forearm for post operative pain management Not necessary in ASA RVG – covered by CV082,45.1,2,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Neurolysis,CV130,18230,20,"INTRATHECAL, EPIDURAL OR CAUDAL INJECTION of neurolytic substance",271.6,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Neurolysis,CV400,39100,12,"TRIGEMINAL NERVE; supraorbital, infraorbital, mental or inferior alveolar branch, destruction by a neurolytic agent",270.65,0,0,CV400 increased from 10 to 12 units 1 April 2024,FALSE,
Other / Therapeutic and Diagnostic Services,Neurolysis,CV405,39109,20,"TRIGEMINAL NERVE: second and third division branches at foramen ovale, destruction by a neurolytic agent",1614.95,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Neurolysis,CV415,18290,20,"CRANIAL NERVE OTHER THAN TRIGEMINAL, destruction by a neurolytic agent, not being a service associated with the injection of botulinum toxin (Anaesthesia)",284.45,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Neurolysis,CV420,18292,10,"NERVE BRANCH, not covered by any other item in this group, destruction by a neurolytic agent, not being a service associated with the injection of botulinum toxin (Anaesthesia)",142.25,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Neurolysis,CV430,18294,20,"COELIAC PLEXUS OR SPLANCHNIC NERVES, destruction by a neurolytic agent",200.55,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Neurolysis,CV440,18296,15,"LUMBAR SYMPATHETIC CHAIN, destruction by a neurolytic agent",171.5,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Neurolysis,CV450,18298,20,"CERVICAL OR THORACIC SYMPATHETIC CHAIN, destruction by a neurolytic agent",200.55,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Hyperbaric Medicine,CV700,13030,15,HYPERBARIC OXYGEN TREATMENT when the specialist is inside the chamber,186.15,0,0,Per hour,FALSE,
Other / Therapeutic and Diagnostic Services,Hyperbaric Medicine,CV710,13020,8,HYPERBARIC OXYGEN TREATMENT when the specialist is outside the chamber,294.85,0,0,1.5-3 hours,FALSE,
Other / Therapeutic and Diagnostic Services,Hyperbaric Medicine,CV710,13025,8,HYPERBARIC OXYGEN TREATMENT when the specialist is outside the chamber,131.8,0,0,Per hour after 3 hours,FALSE,
Other / Therapeutic and Diagnostic Services,Hyperbaric medicine,CV710,13015,8,HYPERBARIC OXYGEN TREATMENT when the specialist is outside the chamber,290.25,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Nerve Blocks,CV052,18213,4,INTRAVENOUS REGIONAL ANAESTHESIA OF LIMB BY RETROGRADE PERFUSION,100.95,0,0,"Items CV052 and CV200 to CV330 are intended for nerve blocks performed as an independent procedure, e.g. in the practice of pain medicine or when a second anaesthetist is called into theatre to assist the primary anaesthetist by performing the block. These items are not to be used by the anaesthetist providing the primary anaesthesia service. If such nerve blocks are performed by the primary anaesthetist, one item from the range CV081 to CV086 applies, but not from the range CV052 and CV200 to CV330. The MBS has a similar rule for items 18213 to 18288. These MBS items may not be claimed in addition to an item from MBS Group T.10 (basic anaesthesia items). MBS items 22040 to 22050 and 22031 to 22036 can, however, be claimed in the appropriate circumstances (see MBS explanatory notes T.10.7, T.10.17 and T.10.19 to T.10.21)",FALSE,
Other / Therapeutic and Diagnostic Services,Nerve Blocks,CV200,18234,10,"INJECTION OF AN ANAESTHETIC AGENT, in the trigeminal nerve, primary division of",142.25,0,0,"Items CV052 and CV200 to CV330 are intended for nerve blocks performed as an independent procedure, e.g. in the practice of pain medicine or when a second anaesthetist is called into theatre to assist the primary anaesthetist by performing the block. These items are not to be used by the anaesthetist providing the primary anaesthesia service. If such nerve blocks are performed by the primary anaesthetist, one item from the range CV081 to CV086 applies, but not from the range CV052 and CV200 to CV330. The MBS has a similar rule for items 18213 to 18288. These MBS items may not be claimed in addition to an item from MBS Group T.10 (basic anaesthesia items). MBS items 22040 to 22050 and 22031 to 22036 can, however, be claimed in the appropriate circumstances (see MBS explanatory notes T.10.7, T.10.17 and T.10.19 to T.10.21)",FALSE,
Other / Therapeutic and Diagnostic Services,Nerve Blocks,CV201,18236,5,"trigeminal nerve, peripheral branch of",71.25,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Nerve Blocks,CV202,18238,3,facial nerve,42.9,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Nerve Blocks,CV204,18240,5,retrobulbar or peribulbar,106.6,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Nerve Blocks,CV205,18242,3,greater occipital nerve,42.9,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Nerve Blocks,CV208,18244,8,vagus nerve,114.9,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Nerve Blocks,CV210,18248,7,phrenic nerve,100.95,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Nerve Blocks,CV212,18250,5,spinal accessory nerve,71.25,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Nerve Blocks,CV213,18252,8,cervical plexus,114.9,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Nerve Blocks,CV215,18254,8,brachial plexus,114.9,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Nerve Blocks,CV218,18256,5,suprascapular nerve,71.25,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Nerve Blocks,CV220,18258,5,"intercostal nerve, single",71.25,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Nerve Blocks,CV221,18260,7,"intercostal nerves, multiple",100.95,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Nerve Blocks,CV225,18262,5,"ilioinguinal, iliohypogastric, or genitofemoral nerves, one or more of, or transversus abdominis plane (TAP) block",71.25,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Nerve Blocks,CV230,18264,8,pudendal nerve,114.9,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Nerve Blocks,CV233,18266,5,"ulnar, radial or median nerve of main trunk, one or more of, not being associated with a brachial plexus block",71.25,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Nerve Blocks,CV237,18268,7,obturator nerve,100.95,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Nerve Blocks,CV238,18270,7,femoral nerve,100.95,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Nerve Blocks,CV239,18272,5,"saphenous, sural, popliteal or posterior tibial nerve of main trunk, one or more of",71.25,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Nerve Blocks,CV241,18276,10,"paravertebral nerves, multiple levels",142.25,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Nerve Blocks,CV245,18278,7,sciatic nerve,100.95,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Echocardiography,CV740,,14,"INTRAOPERATIVE TWO-DIMENSIONAL REAL-TIME TRANSOESOPHAGEAL ECHOCARDIOGRAPHY incorporating Doppler techniques with colour flow mapping and recording onto video tape or digital medium, performed during cardiac surgery incorporating sequential assessment of cardiac function before and after the surgical procedure*",,,,"* MBS Item 55130, for intraoperative TOE, matches the descriptor for ASA Item CV740. However, the Department of Health has advised that Medicare benefits for this service by anaesthetists are not payable under Item 55130, but rather Item 22051. Benefits remain payable for MBS Item 55135 (echocardiography in association with cardiac valve surgery), provided the terms of the Diagnostic Imaging Accreditation Scheme are met. MBS Item 22051 does not have this requirement.",FALSE,
Other / Therapeutic and Diagnostic Services,Nerve Blocks,CV305,18280,10,sphenopalatine ganglion,142.25,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Nerve Blocks,CV308,18282,8,"carotid sinus, as an independent percutaneous procedure",114.9,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Nerve Blocks,CV310,18284,8,stellate ganglion (cervical sympathetic block),168.15,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Nerve Blocks,CV320,18286,8,lumbar or thoracic nerves (paravertebral sympathetic block),168.15,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Nerve Blocks,CV330,18288,10,coeliac plexus or splanchnic nerves,168.15,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Perfusion/Bypass,CV055,22055,12,PERFUSION OF LIMB OR ORGAN,270.6,12,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Perfusion/Bypass,CV060,22060,30,MEDICAL MANAGEMENT OF CARDIOPULMONARY BYPASS PERFUSION using heart/lung machine or equivalent*,676.5,30,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Perfusion/Bypass,CV065,22065,5,"INDUCED CONTROLLED HYPOTHERMIA, total body",112.75,5,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Nerve Blocks,CV209,,8,glossopharyngeal nerve,,,,,FALSE,
Other / Therapeutic and Diagnostic Services,Perfusion/Bypass,CV075,22075,15,"DEEP HYPOTHERMIA to a core temperature of less than 22 degrees in association with circulatory arrest, including management of retrograde cerebral perfusion if performed",338.25,15,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Nerve Blocks,CV235,,5,paracervical (uterine) nerve,,,,,FALSE,
Other / Therapeutic and Diagnostic Services,Invasive Monitoring,CV014,22014,3,"MONITORING THAT: (a) is of one of the following types of blood pressure: (i) central venous blood pressure; (ii) pulmonary arterial blood pressure; (iii) systemic arterial blood pressure; (iv) cardiac intracavity blood pressure; and (b) is conducted by indwelling catheter; and (c) is performed in association with the administration of anaesthesia for a procedure and not as a service to which item 13876 applies; and (d) is performed, on a day, on a patient who: (i) is categorised as having a high risk of complications; or (ii) during the procedure develops either complications or a high risk of complications; and (e) has not previously been performed in those circumstances on the day on the patient for that type of blood pressure",67.65,3,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Invasive Monitoring,CV015,22015,7,"RIGHT HEART BALLOON CATHETER, insertion of, including pulmonary wedge pressure and cardiac output measurement, when performed in association with the administration of anaesthesia",135.3,6,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Invasive Monitoring,CV026,13839,1,"ARTERIAL PUNCTURE, withdrawal of blood for diagnosis",26.3,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Nerve Blocks,CV240,18274,7,"paravertebral, cervical, thoracic, lumbar, sacral or coccygeal nerves, single vertebral level",,,,MBS item 18274 removed 1 March 2022,FALSE,
Other / Therapeutic and Diagnostic Services,Nerve Blocks,CV250,,5,other peripheral nerve or branch,,,,,FALSE,
Other / Therapeutic and Diagnostic Services,Perfusion/Bypass,CV070,,10,"CARDIOPLAEGIA, BLOOD OR CRYSTALLOID, administration by any route",,,,,FALSE,
Other / Therapeutic and Diagnostic Services,Vascular Cannulation,CV020,22020,4,"CENTRAL VEIN CATHETERISATION, percutaneous, performed in association with the administration of anaesthesia",90.2,4,0,CV020 increased from 3 to 4 1 April 2024,FALSE,
Other / Therapeutic and Diagnostic Services,Perfusion/Bypass,CV076,,5,STANDBY MEDICAL MANAGEMENT OF CARDIOPULMONARY BYPASS PERFUSION using heart/lung machine or equivalent,,,,,FALSE,
Other / Therapeutic and Diagnostic Services,Vascular Cannulation,CV025,22025,4,INTRA-ARTERIAL CANNULATION when performed in association with the management of anaesthesia for a procedure for a patient who: (a) is categorised as having a high risk of complications; or (b) develops a high risk of complications during the procedure*,90.2,4,0,CV025 increased from 3 to 4 1 April 2024,FALSE,
Other / Therapeutic and Diagnostic Services,Vascular Cannulation,CV010,,3,"VENOUS CANNULATION and commencement of intravenous infusion, under three years of age, not associated with anaesthesia",,,,,FALSE,
Other / Therapeutic and Diagnostic Services,Vascular Cannulation,CV029,13303,5,"CATHETERISATION, UMBILICAL ARTERY, newborn, for diagnosis or therapy",96.15,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Vascular Cannulation,CV035,13815,8,"PLACEMENT OF A PERIPHERALLY INSERTED CENTRAL CATHETER (PICC) for the purpose of long-term vascular access, including up to 1 hour of procedure time*",129.5,0,0,"* MBS Item 13815 (and 22020 for procedures in association with anaesthesia) have had their descriptors changed, so that they now apply to PICC lines.
*No separate US item is claimable concurrently with this item and not to be claimed in association of anaesthesia

CV035 increased from 5 to 8 units 1 April 2024
CV035 description amended 1 April 2024",FALSE,
Other / Therapeutic and Diagnostic Services,Vascular Cannulation,CV036,22020,8,"PLACEMENT OF A PERIPHERALLY INSERTED CENTRAL CATHETER (PICC) for the purpose of long-term vascular access, where the procedure time exceeds 1 hour DERIVED FEE being 8 units for the first hour (as for Item CV035) plus 1 unit for each additional 15 minutes or part thereof*",90.2,4,0,"* MBS Item 13815 (and 22020 for procedures in association with anaesthesia) have had their descriptors changed, so that they now apply to PICC lines.
*No separate US item is claimable concurrently with this item and not to be claimed in association of anaesthesia

CV036 increased from 5 to 8 units 1 April 2024",FALSE,
Other / Therapeutic and Diagnostic Services,Vascular Cannulation,CV011,,5,"VENOUS CANNULATION, cutdown",,,,,FALSE,
Other / Therapeutic and Diagnostic Services,Vascular Cannulation,CV013,,2,VENOUS CANNULATION and commencement of intravenous infusion not associated with anaesthesia,,,,,FALSE,
Other / Therapeutic and Diagnostic Services,Airway Management,CV007,22007,4,"ENDOTRACHEAL INTUBATION with flexible fibreoptic scope, associated with difficult airway, when performed in association with the administration of anaesthesia",90.2,4,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Airway Management,CV008,22008,4,"DOUBLE LUMEN ENDOBRONCHIAL TUBE or BRONCHIAL BLOCKER, insertion of, when performed in association with the administration of anaesthesia",90.2,4,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Transfusion,CV001,,4,"COLLECTION OF BLOOD FOR AUTOLOGOUS TRANSFUSION or when homologous blood is required for immediate transfusion in an emergency situation, or intra-operative operation of cell salvage equipment, when performed in association with the administration of anaesthesia, with a transfusion to the patient that is clinically significant (minimum equivalent of 1 unit, age and weight adjusted)",,,,"CV001 increased from 3 to 4 units 1 April 2024
CV001 description amended so can be used for cell saver operation 1 April 2024",FALSE,
Other / Therapeutic and Diagnostic Services,Transfusion,CV002,22002,4,"ADMINISTRATION OF HOMOLOGOUS BLOOD or bone marrow already collected, when performed in association with the administration of anaesthesia",90.2,4,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Transfusion,CV003,13706,5,VENOUS CANNULATION and BLOOD TRANSFUSION (or blood products) not associated with anaesthesia,94.9,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Vascular Cannulation,CV022,,5,CENTRAL VEIN CATHETERISATION by cutdown,,,,,FALSE,
Other / Therapeutic and Diagnostic Services,Ultrasound,CV800,,3,The use of two-dimensional ULTRASOUND GUIDANCE to assist percutaneous major vascular access (including arterial access and the insertion of peripherally inserted central catheter) (Note: this item may be used in addition to the relevant item for vascular catheterisation)*,,,,"The ASA recommends that CV800 or CV805 should be claimed only once per episode of care where that device is provided and maintained by the medical facility. • For example, where US is used for major vascular access covered by items such as CV015/22015, CV020/ 22020, CV025/22025, or regional anaesthesia procedures, including but not limited to CV085/22035, CV086 / 22036, CV081-083 or 22041, in association with anaesthesia, the anaesthetist should claim one of the appropriate CV800 or CV805 ASA items. From March 2024, the ASA RVG has increased the unit allocation for items CV020 and CV025 from 3 units to 4. The ASA recommends that a maximum of one CV 800 AND one CV805 be claimed per episode of care, where the anaesthetist has provided and maintains the ultrasound system being used, (including US probe and equipment), AND is responsible for the sterilisation and maintenance of the US equipment. • For example, where the anaesthetist uses a US system that they have purchased and maintained, for insertion of a central venous catheter and/or intra-arterial cannula (CV020/22020, CV025/22025) as well as a major nerve block for post operative analgesia (CV081/ 22041), the anaesthetist can claim CV800 and CV805",,
Other / Therapeutic and Diagnostic Services,Ultrasound,CV805,,3,The use of two-dimensional ULTRASOUND GUIDANCE to assist percutaneous neural blockade (Note: this item may be used in addition to the relevant nerve block item)*,,,,"The ASA recommends that CV800 or CV805 should be claimed only once per episode of care where that device is provided and maintained by the medical facility. • For example, where US is used for major vascular access covered by items such as CV015/22015, CV020/ 22020, CV025/22025, or regional anaesthesia procedures, including but not limited to CV085/22035, CV086 / 22036, CV081-083 or 22041, in association with anaesthesia, the anaesthetist should claim one of the appropriate CV800 or CV805 ASA items. From March 2024, the ASA RVG has increased the unit allocation for items CV020 and CV025 from 3 units to 4. The ASA recommends that a maximum of one CV 800 AND one CV805 be claimed per episode of care, where the anaesthetist has provided and maintains the ultrasound system being used, (including US probe and equipment), AND is responsible for the sterilisation and maintenance of the US equipment. • For example, where the anaesthetist uses a US system that they have purchased and maintained, for insertion of a central venous catheter and/or intra-arterial cannula (CV020/22020, CV025/22025) as well as a major nerve block for post operative analgesia (CV081/ 22041), the anaesthetist can claim CV800 and CV805",,
Other / Therapeutic and Diagnostic Services,Ultrasound,,55054,,"ULTRASONIC CROSS-SECTIONAL ECHOGRAPHY in conjunction with a surgical procedure, using interventional techniques. Items from Group T.10 cannot be claimed in association with Item 55054 Not necessary in ASA RVG—covered by items CV800 and CV805",122.4,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Vascular Cannulation,CV027,,5,ARTERIAL CANNULATION by cutdown,,,,,FALSE,
Other / Therapeutic and Diagnostic Services,Miscellaneous,CV005,,15,"ENDOTRACHEAL INTUBATION, emergency procedure, when the patient's airway is unsecured and at high risk of occlusion (e.g. epiglottitis or haematoma post thyroidectomy) not associated with surgery. If associated with surgery refer to item CB305",,,,,TRUE,
Other / Therapeutic and Diagnostic Services,Miscellaneous,CV100,39000,5,"SUBARACHNOID PUNCTURE, lumbar, diagnostic",85.75,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Miscellaneous,CV105,40018,8,INSERTION OF SUBARACHNOID DRAIN,181.6,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Miscellaneous,CV128,18228,5,"INTERPLEURAL BLOCK, initial injection or commencement of infusion of a therapeutic substance",71.25,0,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Miscellaneous,CV500,13400,5,"CARDIOVERSION, elective, electrical conversion of arrhythmia, external",110.35,0,0,CV500 increased from 4 to 5 1 April 2024,FALSE,
Other / Therapeutic and Diagnostic Services,Miscellaneous,CV981,12005,4,"ANAESTHETIC AGENT ALLERGY TESTING, using skin sensitivity methods in a patient with a history of prior anaphylactic or anaphylactoid reaction or cardiovascular collapse in association with the administration of anaesthesia agents",90.2,0,0,"* The Dermatology, Allergy and Immunology Clinical Committee unilaterally recommended deletion of RVG item 21981, without the knowledge of the ASA, and the introduction of item 12005, with essentially the same descriptor and a Schedule Fee of $79.20 (but with no time items applicable). The ASA and the Australian and New Zealand Anaesthetic Allergy Group (ANZAAG) were unable to prevent this deletion, despite a detailed submission by ANZAAG. This remains the subject of discussions with the Department of Health.",FALSE,
Other / Therapeutic and Diagnostic Services,Airway Management,CV600,,10,ENDOTRACHEAL EXTUBATION of a patient with a known difficult airway or at risk of airway compromise. Not in association with surgery.,,,,CV600 added 1 April 2024,,
Other / Therapeutic and Diagnostic Services,Miscellaneous,CV053,22053,6,"INSERTION OF LUMBAR CEREBROSPINAL FLUID DRAIN, when performed in association with the administration of anaesthesia",135.3,6,0,"CV053 added 1 April 2024

22053 added 1 March 2024",,
Other / Therapeutic and Diagnostic Services,Transfusion,CV000,22052,6,"Transfusion of blood by an anaesthetist, including collection from donor, when used for intra-operative normovolaemic haemodilution, where the service is provided on the same occasion as the administration of anaesthesia by the same anaesthetist",135.3,6,0,CV000 added 1 April 2024,FALSE,
Other / Therapeutic and Diagnostic Services,Transfusion,,22052,,,135.3,6,0,,,
Other / Therapeutic and Diagnostic Services,Miscellaneous,,22053,,,135.3,6,0,,,
Other / Therapeutic and Diagnostic Services,Echocardiography,,22054,,,405.9,18,0,,,
Other / Therapeutic and Diagnostic Services,Miscellaneous,CV006,,4,"ENDOTRACHEAL INTUBATION, not associated with anaesthesia, when subsequent management is not in an intensive care unit",,,,,TRUE,
Other / Therapeutic and Diagnostic Services,Ultrasound,CV004,,8,"ADMINISTRATION OF MASSIVE BLOOD TRANSFUSION in association with the administration of anaesthesia (""massive"" is defined as the replacement of at least one whole blood volume of the patient within a 24 hour period)",,,,,,
